,K1_ink,K1,K2_ink,K2,K3_ink,K3,O1_ink,O1,O2_ink,O2,O3_ink,O3
EP10_002185,1171,889,1583,1021,1494,1308,2211,1579,1185,758,2048,2564
EP10_002186,317,286,522,374,440,449,750,461,448,244,529,846
EP10_002187,398,312,589,378,421,435,674,519,485,274,691,659
EP10_002188,945,719,1203,819,952,847,1590,1148,949,446,1434,1466
EP10_002189,170,129,240,151,192,147,313,188,181,72,232,293
EP10_002190,1669,1395,2101,1444,1868,1168,2017,1623,1877,1119,2137,2005
EP10_002191,2409,2386,4253,2805,3213,2108,3574,2639,4056,2136,3362,3587
EP10_002192,1998,1115,1798,1829,2316,1309,2138,1262,2365,1689,2104,1953
EP10_002193,4,3,2,6,3,0,4,3,3,1,5,6
EP10_002194,36,30,53,48,41,32,32,22,35,29,40,57
EP10_002195,688,384,342,433,902,350,793,570,1145,1053,1156,832
EP10_002196,178,155,203,210,307,167,271,146,268,179,249,262
EP10_002197,16,21,7,23,7,6,11,14,12,10,9,19
EP10_002198,19,20,11,18,14,9,13,13,13,17,9,21
EP10_002199,28,38,17,31,22,8,22,22,24,15,18,24
EP10_002200,13,12,16,14,14,4,11,13,14,14,12,10
EP10_002201,8,15,9,9,3,7,5,13,13,10,12,12
EP10_002202,18,7,18,16,12,4,14,8,9,10,11,14
EP10_002203,1085,1612,3886,3041,2210,2141,2342,1556,4054,1952,1836,2364
EP10_002204,430,643,1526,1200,882,806,949,623,1587,797,611,903
EP10_002205,74,80,177,145,129,134,157,69,128,60,80,104
EP10_002206,2455,2989,5601,4467,4998,3183,4742,2173,6178,2355,3500,3405
EP10_002207,64,121,132,111,174,137,163,124,177,82,149,120
EP10_002208,3825,3311,4425,7194,4151,3416,3963,4430,7134,4982,3799,4940
EP10_002209,6245,4689,6542,9995,6346,5452,6086,5731,10400,5771,5528,6793
EP10_002210,1107,1088,1509,2364,1380,1713,1421,1114,2138,1038,1258,1696
EP10_002211,3230,3351,5605,3071,3170,2166,1077,3556,6341,4996,1569,2138
EP10_002212,122,356,464,319,140,210,92,307,240,239,81,273
EP10_002213,1255,2050,1791,2821,1764,2435,2815,1977,2727,1530,2558,2969
EP10_002214,706,1591,1452,1850,1171,1874,1595,1455,2677,1485,1780,2234
EP10_002215,6,2,4,3,1,2,6,0,1,4,2,3
EP10_002216,1538,1509,739,1667,1151,1108,1191,1455,1447,1133,1717,1582
EP10_002217,124,96,140,84,187,71,197,65,117,75,154,138
EP10_002218,186,218,221,321,300,352,311,229,315,198,211,383
EP10_002219,4494,4119,4825,6339,5899,5207,6481,4001,9011,3087,7115,6719
EP10_002220,289,391,416,341,439,404,409,396,792,273,523,477
EP10_002221,216,270,409,454,453,384,415,261,675,322,327,429
EP10_002222,446,530,930,888,718,627,771,459,1224,590,573,764
EP10_002223,1020,469,1104,1229,1209,884,836,747,1450,905,1018,1010
EP10_002224,1403,751,1569,1648,1461,1298,1221,1095,1992,1357,1068,1328
EP10_002225,2257,1710,3256,3040,2863,2560,2354,2393,4286,2984,2220,2822
EP10_002226,426,1257,610,2248,563,1526,700,1903,1036,2983,636,2196
EP10_002227,5738,12523,6689,27147,4989,13153,7180,15566,9175,23135,5941,17879
EP10_002228,223,474,464,397,226,515,356,582,694,608,285,648
EP10_002229,380,558,769,669,695,422,680,421,932,501,769,722
EP10_002230,515,1872,3278,1869,707,775,602,3411,8799,2292,1381,747
EP10_002231,26,35,23,67,29,45,44,64,56,46,38,55
EP10_002232,66,81,69,103,57,43,49,66,83,54,44,67
EP10_002233,60,47,49,72,39,32,44,47,60,43,31,26
EP10_002234,379,356,539,556,707,464,764,396,707,362,583,660
EP10_002235,121,60,106,90,121,59,101,51,130,69,120,107
EP10_002236,86,83,86,65,98,45,84,66,110,72,75,101
EP10_002237,391,87,100,165,313,150,114,133,214,258,228,172
EP10_002238,1844,2554,9503,5825,1716,3461,1752,4204,8384,7047,2478,4078
EP10_002239,14,31,26,31,21,14,16,22,35,16,16,34
EP10_002240,2,2,4,2,1,1,2,2,3,2,2,5
EP10_002241,88,74,57,143,91,101,117,79,104,58,120,132
EP10_002242,293,280,251,343,321,318,343,273,493,256,350,436
EP10_002243,318,364,340,439,402,388,422,360,602,321,468,564
EP10_002244,716,542,1052,1060,975,1053,1050,641,1154,619,918,1043
EP10_002245,1024,743,1699,1585,1439,1744,1443,980,1779,937,1206,1448
EP10_002246,279,250,575,552,465,639,477,327,672,300,437,473
EP10_002247,1657,1089,2164,2196,1784,2199,1958,1559,2487,1149,1991,1789
EP10_002248,7,8,9,8,11,4,11,3,8,12,8,5
EP10_002249,8,8,7,6,7,5,1,5,8,6,3,5
EP10_002250,3,1,0,2,2,2,5,0,0,5,3,5
EP10_002251,14,8,6,17,9,4,9,2,7,19,10,7
EP10_002252,10,1,10,4,5,0,4,1,3,2,4,6
EP10_002253,6,7,6,9,7,3,3,5,9,2,5,6
EP10_002254,7,5,9,7,6,4,7,1,2,3,7,14
EP10_002255,86,71,61,90,77,29,54,69,53,29,37,37
EP10_002256,210,96,138,156,187,93,140,77,146,117,134,132
EP10_002257,246,154,256,249,291,132,264,144,222,192,200,222
EP10_002258,325,338,399,419,452,362,515,435,535,252,560,479
EP10_002259,351,332,366,483,482,419,462,392,506,256,624,421
EP10_002260,1028,880,1407,1405,1052,759,966,857,1347,689,821,804
EP10_002261,1127,1435,2855,3404,1594,2019,1280,1564,2989,1455,1349,1796
EP10_002262,23,13,10,23,12,4,9,8,16,13,13,17
EP10_002263,95,127,159,262,116,158,95,110,219,142,92,171
EP10_002264,97,33,86,160,449,161,120,43,111,63,862,183
EP10_002265,347,95,169,219,1719,304,310,198,907,478,5192,1003
EP10_002266,58,22,31,46,150,55,60,36,89,56,395,147
EP10_002267,41,15,28,30,83,41,34,19,79,33,233,81
EP10_002268,619,462,803,901,1237,907,1166,595,1299,550,1382,1037
EP10_002269,351,261,484,467,681,553,702,329,708,307,786,649
EP10_002270,66,67,79,92,135,65,94,54,61,43,108,92
EP10_002271,131,92,106,115,171,73,155,59,127,76,124,122
EP10_002272,203,603,624,299,427,361,360,342,689,230,291,379
EP10_002273,3159,2192,2199,2903,3405,1919,2580,1949,2904,1483,3119,2444
EP10_002274,4559,2313,2242,3262,4272,1979,2618,2033,3002,1506,3485,2376
EP10_002275,17,11,7,11,8,2,7,13,13,8,5,5
EP10_002276,2500,1113,1263,1714,2491,1019,2112,1084,1677,1057,2690,1746
EP10_002277,534,429,842,1541,736,1718,1105,913,1031,702,909,1294
EP10_002278,188,160,301,448,275,525,332,308,353,288,303,430
EP10_002279,796,747,706,645,1127,739,1003,575,1306,520,1000,903
EP10_002280,1426,1318,1184,1509,2483,2100,3000,1334,2342,1009,2380,2666
EP10_002281,566,529,481,665,1027,940,1109,514,978,400,1001,1126
EP10_002282,3,1,3,1,3,3,3,1,6,2,3,12
EP10_002283,646,610,965,1057,1242,1296,1373,746,1266,556,957,1249
EP10_002284,1992,1492,2641,2665,2852,2516,3302,1660,3728,1279,2677,2470
EP10_002285,586,468,1058,926,932,862,1219,546,1421,443,810,826
EP10_002286,889,738,1517,1458,1395,1248,1738,778,1985,650,1164,1111
EP10_002287,1298,1261,2563,2404,2378,1968,2878,1335,3295,1083,2024,1854
EP10_002288,483,463,1078,1161,800,1145,994,648,1791,598,757,1141
EP10_002289,53,81,205,186,134,234,190,116,374,107,137,229
EP10_002290,5958,8809,15971,16740,11457,11448,13634,9890,25599,14368,12342,15318
EP10_002291,359,281,415,381,610,277,490,253,485,209,626,398
EP10_002292,1731,577,920,1742,1413,1106,2052,859,1280,1079,1441,1489
EP10_002293,4339,2012,2621,4025,4141,2653,5830,2152,3944,2299,3929,3341
EP10_002294,4,10,5,7,7,3,12,5,13,6,2,13
EP10_002295,593,845,951,1076,760,818,940,763,1574,551,822,1047
EP10_002296,15,23,35,58,32,35,44,24,43,24,37,21
EP10_002297,12,15,50,33,33,46,29,16,36,27,24,39
EP10_002298,165,123,357,330,245,293,238,195,416,176,256,277
EP10_002299,358,488,700,605,747,493,502,281,530,273,466,598
EP10_002300,373,424,1623,1145,854,627,291,292,706,429,293,428
EP10_002301,3398,5955,18902,10916,9851,7248,2919,2083,8898,4475,3576,3730
EP10_002302,165,18,6,31,88,10,15,3,7,32,132,12
EP10_002303,372,20,27,52,176,20,39,17,21,64,306,50
EP10_002304,125,9,7,12,50,8,13,2,6,27,120,17
EP10_002305,186,8,13,19,71,6,10,5,10,12,121,12
EP10_002306,485,21,22,44,184,16,29,18,26,40,278,47
EP10_002307,803,79,96,117,263,51,68,69,91,103,591,109
EP10_002308,652,378,222,351,690,341,633,311,596,320,572,603
EP10_002309,551,274,193,373,425,282,463,256,363,170,505,372
EP10_002310,328,264,235,328,313,274,399,162,337,153,322,348
EP10_002311,461,273,210,311,367,309,458,218,430,156,444,360
EP10_002312,64,140,164,228,168,200,201,203,338,175,231,287
EP10_002313,22,14,11,15,16,10,22,11,29,15,17,14
EP10_002314,30,29,24,27,30,21,22,23,19,22,31,39
EP10_002315,0,0,0,0,0,0,0,0,0,0,0,0
EP10_002316,1068,39,31,80,482,32,46,32,30,108,732,89
EP10_002317,33,24,19,34,25,23,35,23,25,24,36,28
EP10_002318,358,122,132,204,238,97,136,92,174,92,280,173
EP10_002319,318,247,265,218,351,184,235,139,261,118,330,247
EP10_002320,91,41,39,57,78,35,78,41,61,40,60,80
EP10_002321,239,106,139,126,173,73,132,71,97,130,149,182
EP10_002322,465,146,244,275,333,140,242,173,193,215,289,242
EP10_002323,40,57,83,100,125,93,77,54,91,62,60,116
EP10_002324,7,6,8,3,8,6,5,5,4,8,8,12
EP10_002325,166,126,147,156,159,109,161,126,174,127,142,172
EP10_002326,378,64,40,106,247,51,26,50,30,164,288,90
EP10_002327,6,3,2,4,4,2,1,0,2,4,4,6
EP10_002328,880,41,59,744,375,47,23,28,50,1077,294,89
EP10_002329,697,68,84,164,278,60,99,56,86,143,414,90
EP10_002330,525,635,2007,1090,871,629,495,444,1439,718,571,603
EP10_002331,1186,1085,3232,2152,1427,1050,832,819,2487,1217,975,1040
EP10_002332,678,17,35,100,247,20,15,16,34,156,401,68
EP10_002333,2752,957,1990,1624,2000,1200,1015,903,1828,1072,2348,1365
EP10_002334,1279,460,830,692,864,516,477,469,797,476,1149,541
EP10_002335,1047,380,816,628,808,434,394,358,739,435,985,507
EP10_002336,675,228,438,365,474,202,228,223,401,237,567,285
EP10_002337,1243,448,954,758,923,549,474,405,934,488,973,581
EP10_002338,3,4,5,4,2,1,3,3,0,0,0,3
EP10_002339,35,40,46,48,65,36,56,42,36,36,33,60
EP10_002340,430,343,388,541,428,301,321,308,413,379,385,507
EP10_002341,117,123,190,220,161,131,131,114,238,154,168,181
EP10_002342,152,204,425,404,390,263,312,199,426,229,228,318
EP10_002343,133,95,102,134,147,111,122,63,144,68,116,105
EP10_002344,194,110,121,138,150,105,91,41,107,78,94,92
EP10_002345,1117,658,703,784,948,543,481,455,662,628,586,586
EP10_002360,214,142,143,182,224,180,217,98,138,112,185,268
EP10_002361,2,3,8,7,7,5,2,1,2,3,4,4
EP10_002362,198,152,99,133,238,162,220,111,127,96,229,244
EP10_002363,15,16,10,12,16,10,16,5,14,14,20,21
EP10_002364,123,93,67,136,145,128,164,69,117,113,136,162
EP10_002365,179,147,166,234,233,248,237,135,206,125,230,267
EP10_002366,561,247,387,557,550,520,531,344,485,328,482,636
EP10_002367,258,92,189,267,246,309,269,168,241,136,211,260
EP10_002368,2375,1064,1731,2415,2476,2677,2592,1482,2047,1239,2225,2276
EP10_002369,74,48,58,91,108,103,123,61,75,29,72,84
EP10_002370,711,891,755,746,922,523,774,512,926,423,841,643
EP10_002371,407,387,619,633,704,504,847,397,898,440,755,723
EP10_002372,63,63,73,76,109,61,129,53,120,74,142,106
EP10_002373,201,108,104,223,203,134,237,122,150,121,172,207
EP10_002374,145,129,158,212,191,186,248,128,177,152,197,251
EP10_002375,608,418,546,812,703,537,906,475,698,481,707,757
EP10_002376,5,6,5,6,2,1,6,7,5,8,2,11
EP10_002377,94,97,111,112,61,67,139,115,85,76,74,106
EP10_002378,68,60,61,91,52,33,80,65,61,47,41,65
EP10_002379,107,105,109,123,91,60,119,82,88,102,113,164
EP10_002380,410,423,789,844,574,743,683,737,1286,578,750,720
EP10_002381,68,95,165,198,112,166,148,167,261,107,161,142
EP10_002382,134,95,135,208,106,92,123,154,252,87,169,80
EP10_002383,126,132,200,251,147,151,164,198,354,143,185,175
EP10_002384,1363,1654,6698,2813,2840,1754,1813,1011,4071,1791,1528,1515
EP10_002385,1650,1929,6993,3096,3157,1954,1880,1206,4156,1615,1411,1450
EP10_002386,811,1236,2774,2438,1571,1626,1235,802,1534,1094,908,1496
EP10_002387,1309,1783,4236,3448,2602,2080,1962,1250,2105,1491,1499,2070
EP10_002388,2626,1457,2322,2867,2878,1578,2209,1274,2385,1648,2057,2328
EP10_002389,241,1387,357,1563,354,1573,444,1429,592,1291,381,2464
EP10_002390,319,333,182,444,504,423,458,261,225,261,534,720
EP10_002391,62,69,106,53,35,18,43,56,34,36,53,77
EP10_002392,16,14,36,15,12,21,11,11,10,8,16,19
EP10_002393,276,322,623,550,452,312,342,241,511,271,303,365
EP10_002394,413,522,1054,954,751,619,547,410,881,487,476,638
EP10_002395,698,671,1325,1257,1002,799,780,487,1111,561,651,767
EP10_002396,455,464,1058,901,799,694,620,390,853,400,493,550
EP10_002397,12,6,6,9,4,1,4,4,4,10,6,13
EP10_002398,11,5,8,14,11,5,8,8,7,4,16,16
EP10_002399,1623,1763,5053,3812,3234,1635,1928,1128,3329,2219,1810,2327
EP10_002400,2006,1552,3957,3904,3395,2303,2167,1554,3785,2036,1986,2258
EP10_002401,267,756,481,720,407,591,349,701,621,687,377,1083
EP10_002402,236,192,336,406,231,317,238,329,734,228,346,288
EP10_002403,114,127,181,199,102,111,130,204,438,133,163,141
EP10_002404,35,28,62,52,34,45,47,68,150,43,54,48
EP10_002405,43,38,105,95,65,88,54,96,283,62,109,49
EP10_002406,59,67,103,122,71,70,72,116,273,64,81,62
EP10_002407,9,2,6,8,6,4,1,4,9,4,7,4
EP10_002408,199,252,431,682,250,393,443,276,568,265,365,387
EP10_002409,35,52,103,123,58,83,71,51,94,56,61,88
EP10_002410,33,57,70,67,42,56,52,41,75,45,63,63
EP10_002411,140,208,400,523,275,410,339,223,516,225,301,352
EP10_002412,85,88,150,217,110,138,130,89,195,105,128,154
EP10_002413,179,197,280,421,290,392,375,198,398,202,302,379
EP10_002414,365,169,279,374,367,346,381,251,479,211,558,346
EP10_002415,1890,1469,2412,2698,2825,2927,3214,2043,3666,1663,2863,3181
EP10_002416,913,841,1252,1592,1693,2011,1935,1262,2133,924,1934,1895
EP10_002417,1596,788,915,2028,1092,549,948,1097,1300,1778,840,802
EP10_002418,525,198,247,461,260,119,274,271,324,324,184,176
EP10_002419,1579,1625,4744,4161,2656,2821,2302,1557,4033,1935,1540,2145
EP10_002420,118,96,172,186,180,99,178,101,204,136,168,171
EP10_002421,77,119,84,103,183,121,232,124,160,126,305,296
EP10_002422,98,99,115,138,93,119,133,111,177,95,136,184
EP10_002423,233,274,309,372,422,487,517,325,552,277,458,613
EP10_002424,72,70,76,107,110,100,110,60,116,61,117,113
EP10_002425,22,27,49,47,48,58,55,30,73,32,59,64
EP10_002426,99,68,64,95,92,42,81,44,63,48,81,103
EP10_002427,12,14,14,15,5,11,9,9,7,13,13,19
EP10_002428,42,35,30,36,28,15,28,28,25,34,49,50
EP10_002429,3,10,4,7,3,2,5,3,6,3,5,5
EP10_002430,31,32,21,31,25,4,14,18,20,15,21,24
EP10_002431,5512,5323,34400,17856,13005,7288,4830,3309,8759,8564,2555,2327
EP10_002432,153,123,254,269,244,205,166,140,221,105,220,219
EP10_002433,113,94,78,107,137,64,135,82,91,107,147,157
EP10_002434,149,60,96,151,140,73,197,93,143,63,187,154
EP10_002435,138,83,89,150,137,108,139,76,119,43,155,135
EP10_002436,113,61,56,91,117,88,113,47,91,41,98,116
EP10_002437,368,219,216,289,351,278,273,149,273,100,310,267
EP10_002438,136,238,143,241,219,329,317,257,449,135,274,342
EP10_002439,693,1427,956,1584,1130,2054,1850,1502,2764,688,1209,1904
EP10_002440,772,1223,1156,1817,1311,1938,2079,1281,3158,659,1310,1737
EP10_002441,1090,918,812,1142,1460,1197,1287,789,1601,752,1245,1545
EP10_002442,1088,721,625,813,1283,722,849,474,872,308,1072,901
EP10_002443,357,53,95,89,151,62,63,145,87,205,72,71
EP10_002444,1703,1482,2842,2886,2805,2343,2586,1624,3657,2017,2019,2635
EP10_002445,1819,1649,3440,3258,3117,2875,2804,2027,3924,2467,2390,3312
EP10_002446,561,630,1225,1192,1077,1110,989,830,1462,1031,676,1424
EP10_002447,1109,563,738,1099,1187,792,809,1019,993,1063,1113,1293
EP10_002448,763,641,1199,1406,1139,1012,1068,622,1278,659,1087,1329
EP10_002449,3783,42,440,461,2217,267,99,54,57,218,1294,68
EP10_002450,41,53,91,90,111,57,91,57,110,76,84,109
EP10_002451,17,23,28,24,42,32,25,20,46,21,25,31
EP10_002452,2860,3249,3358,4096,4781,3336,4975,2493,5782,2556,4059,4753
EP10_002453,485,573,1082,1136,748,718,663,473,1071,558,473,750
EP10_002454,204,291,533,371,329,383,353,296,563,192,359,493
EP10_002455,305,295,525,301,463,289,395,260,556,188,440,393
EP10_002456,79,82,50,81,41,28,69,72,61,50,40,65
EP10_002457,274,213,228,222,428,163,409,156,320,182,481,349
EP10_002458,76,64,47,67,77,35,60,70,64,74,40,69
EP10_002459,84,51,48,75,56,27,70,64,51,74,51,97
EP10_002460,47,70,48,66,47,49,57,72,72,35,52,80
EP10_002461,257,191,380,333,383,387,386,248,448,186,310,331
EP10_002462,1843,1252,2454,2155,2354,2585,2263,1730,2752,1166,2396,2033
EP10_002463,2110,1393,2162,1877,2411,2401,1936,1600,2151,861,2299,1812
EP10_002464,573,850,1150,1076,1047,1282,787,980,1463,689,902,1061
EP10_002465,2019,2494,4113,3887,3621,4012,2916,3057,4416,2163,3179,3715
EP10_002466,1809,1303,1743,1977,1826,1507,1248,1493,1823,928,1822,1548
EP10_002467,0,0,0,0,0,0,0,0,0,0,0,0
EP10_002468,11,14,12,10,8,6,8,5,10,4,13,9
EP10_002469,7,18,23,11,14,17,15,18,15,16,19,24
EP10_002470,12,14,12,12,16,10,13,22,12,10,8,18
EP10_002471,32,17,18,22,28,21,37,15,14,11,28,31
EP10_002472,8,2,9,9,8,9,8,6,4,4,7,16
EP10_002473,0,0,0,0,0,0,0,0,0,0,0,0
EP10_002474,114,250,59,204,127,289,241,222,104,72,138,367
EP10_002475,1,4,0,1,0,1,0,0,0,0,0,1
EP10_002476,519,1329,438,999,488,979,963,880,1098,520,1099,1368
EP10_002477,121,237,143,633,128,436,202,249,403,243,286,395
EP10_002478,138,288,182,804,157,582,279,296,484,256,277,452
EP10_002479,78,155,101,322,79,307,161,146,215,144,110,257
EP10_002480,771,1025,1631,1490,1637,970,1186,921,2134,1238,1420,1557
EP10_002481,154,92,238,144,239,101,319,114,192,103,198,196
EP10_002482,527,407,579,601,781,407,739,457,850,449,688,635
EP10_002483,849,1006,2071,2448,1580,1551,1458,1345,2381,1177,1279,1993
EP10_002484,158,197,178,269,191,224,237,157,235,152,199,241
EP10_002485,260,513,719,599,630,403,477,290,653,417,440,520
EP10_002486,258,215,250,330,343,296,370,211,443,201,307,400
EP10_002487,447,456,582,709,687,686,976,500,1044,520,901,810
EP10_002488,868,1230,1567,1645,1854,1511,2293,1066,2173,1228,1541,1863
EP10_002489,964,1313,1730,1732,2008,1789,2442,1237,2330,1321,1768,1949
EP10_002490,2399,2636,2814,3418,3504,2562,4293,2076,4017,1849,2993,3017
EP10_002491,305,511,512,604,468,640,485,441,702,538,416,722
EP10_002492,1333,1170,1133,2523,1264,1904,1844,1113,1751,1140,2387,1859
EP10_002493,79,129,135,170,95,183,105,117,241,123,100,216
EP10_002494,2040,2301,3576,3978,3043,2725,3271,2275,5357,2586,3446,3179
EP10_002495,1152,1393,2401,2424,2412,2154,2334,1519,3705,1767,2103,2436
EP10_002496,799,797,1554,1503,1170,1452,1345,977,2408,1181,1070,1347
EP10_002497,588,583,1202,1256,825,1198,936,815,1909,940,817,1172
EP10_002498,666,719,1564,1375,1191,1424,1175,920,2213,1260,1091,1533
EP10_002499,3860,3599,6064,5483,4893,3177,3930,3079,5978,2520,3601,3245
EP10_002500,2438,2860,5283,4375,4164,3224,3494,2566,5031,2435,3013,3054
EP10_002501,9124,10244,18698,15920,12178,10258,8563,9386,17652,8550,8924,10044
EP10_002502,1591,2202,4427,3124,2988,2619,1987,1995,4259,2146,1712,2701
EP10_002503,85,52,122,101,110,59,91,55,83,79,64,110
EP10_002504,291,367,405,867,358,682,503,352,618,355,585,737
EP10_002505,6,19,18,36,20,35,19,19,14,18,14,44
EP10_002506,4,8,7,13,5,2,3,5,5,3,1,8
EP10_002507,125,121,91,170,200,257,275,168,182,102,233,246
EP10_002508,144,180,154,253,293,351,385,287,248,136,319,330
EP10_002509,241,197,200,305,350,567,500,356,388,162,455,502
EP10_002510,219,241,297,389,449,741,650,456,480,220,553,686
EP10_002511,164,161,201,287,339,542,466,339,374,179,426,518
EP10_002512,182,160,203,266,292,510,466,269,293,178,411,441
EP10_002513,163,94,139,232,255,364,320,219,230,115,258,317
EP10_002514,117,88,106,151,170,299,263,157,217,118,219,319
EP10_002515,155,123,160,238,238,353,342,256,268,164,294,398
EP10_002516,170,147,157,248,290,472,370,266,287,158,328,433
EP10_002517,92,118,113,196,216,274,251,191,201,146,216,317
EP10_002518,105,110,116,162,253,252,229,173,203,131,237,345
EP10_002519,105,93,105,154,203,259,210,166,227,144,226,370
EP10_002520,334,197,220,365,494,621,689,426,460,267,589,815
EP10_002521,263,228,175,316,417,465,543,318,406,219,557,578
EP10_002522,290,248,185,304,410,402,464,365,384,229,492,526
EP10_002523,60,79,63,94,133,161,186,108,122,81,173,183
EP10_002524,296,284,206,351,457,519,608,426,515,249,533,650
EP10_002525,287,203,163,326,369,342,384,324,392,180,534,507
EP10_002526,352,385,662,547,523,505,555,491,814,412,696,514
EP10_002527,23,20,48,36,37,41,30,12,38,21,18,41
EP10_002528,1048,977,3058,2136,1910,1823,1820,1054,2241,1013,1375,1559
EP10_002529,267,272,834,680,494,617,545,304,683,357,388,504
EP10_002530,35,39,50,59,38,20,33,27,32,21,24,44
EP10_002531,20,13,17,13,9,7,14,6,12,7,9,6
EP10_002532,5561,4734,8795,8204,7679,5370,6308,3997,8227,4382,5823,6440
EP10_002533,1410,701,1938,1428,1698,793,1212,594,1175,607,1057,966
EP10_002534,1018,1262,2142,1778,1644,1559,1737,1127,3069,1304,1439,1893
EP10_002535,487,581,847,714,637,671,690,505,1148,559,695,741
EP10_002536,3769,3375,5049,5090,4437,5165,4809,3902,7467,3862,5011,5087
EP10_002537,501,648,1027,935,898,885,1057,900,1458,748,961,1051
EP10_002538,193,165,316,260,256,197,252,177,392,203,215,258
EP10_002539,471,76,87,121,208,79,37,161,42,187,340,120
EP10_002540,213,49,52,104,84,68,23,131,21,133,163,77
EP10_002541,53,11,7,25,22,21,3,49,2,41,43,33
EP10_002542,54,19,33,59,34,30,18,77,6,87,37,48
EP10_002543,1401,1060,1849,1736,1941,999,1385,644,1200,834,1326,1183
EP10_002544,576,474,584,738,985,974,1500,722,991,454,1070,1063
EP10_002545,1758,1953,2533,2857,3057,2405,3214,1934,3367,1797,2852,3062
EP10_002546,219,177,167,235,258,130,261,158,240,152,272,235
EP10_002547,649,829,1869,1641,1200,812,1119,590,1611,895,708,1008
